title,processed_title,League Name,category
Cristiano Ronaldo tells referee not to award Al-Nassr penalty in AFC Champions League clash with Persepolis (Video),Cristiano Ronaldo tell referee award Al - Nassr penalty AFC Champions League clash Persepolis ( Video ),champions league,
Ronaldo urges referee to reverse penalty decision awarded in AFC CL | Daily Sabah,ronaldo urge referee reverse penalty decision award AFC CL | Daily Sabah,other,Others
Cristiano Ronaldo shows true colours by telling referee to change penalty decision,Cristiano Ronaldo show true colour tell referee change penalty decision,other,Others
Cristiano Ronaldo hailed for ‘unreal sportsmanship’ as he amazingly tells referee he WASN’T fouled after wi...,Cristiano Ronaldo hail ' unreal sportsmanship ' amazingly tell referee WASN’T foul wi ...,other,Others
Cristiano Ronaldo tells ref to overturn penalty he won in AFC Champions League,Cristiano Ronaldo tell ref overturn penalty win AFC Champions League,champions league,
WATCH: Cristiano Ronaldo tells referee NOT to give him a penalty after going down in box in Al-Nassr AFC ...,WATCH : Cristiano Ronaldo tell referee give penalty go box Al - Nassr AFC ...,other,Others
Cristiano Ronaldo wins penalty but tells referee to overturn it in incredible act of sportsmanship...,Cristiano Ronaldo win penalty tell referee overturn incredible act sportsmanship ...,other,Others
Cristiano Ronaldo rejects referee penalty decision: Other top acts of sportsmanship displayed by athletes,Cristiano Ronaldo reject referee penalty decision : top act sportsmanship display athlete,other,Others
Ronaldo Tells Ref To Overturn Penalty He Won In AFC Champions League,Ronaldo Tells Ref overturn Penalty Won AFC Champions League,champions league,
'It just about him' - Bruno Fernandes' captaincy credentials questioned as Man Utd legend insists Portuguese ...,' ' - Bruno Fernandes ' captaincy credential question Man Utd legend insist portuguese ...,other,Others
Manchester United captain Bruno Fernandes eager to protect club young players from criticism - 'We have to help them',Manchester United captain Bruno Fernandes eager protect club young player criticism - ' help ',other,Others
Erik ten Hag previous comments shut down Paul Ince “all about him” criticism,"Erik ten Hag previous comment shut Paul Ince "" "" criticism",other,Others
Manchester United midfielder Bruno Fernandes responds to criticism about his captaincy,Manchester United midfielder Bruno Fernandes respond criticism captaincy,other,Others
He not a leader - Ex-Man Utd midfielder criticizes Bruno Fernandes,leader - Ex - Man Utd midfielder criticize Bruno Fernandes,other,Others
Bruno Fernandes responds to Roy Keane & others criticising his Man Utd captaincy,Bruno Fernandes respond Roy Keane & criticise Man Utd captaincy,other,Others
Man Utd legend says ‘I don’t know what I see in him’ as he casts doubt on Bruno Fernandes’ captain credent...,Man Utd legend say ' I n’t know I see ' cast doubt Bruno Fernandes ' captain credent ...,other,Others
Manchester United captaincy is a heavy burden but Bruno Fernandes is the only choice,Manchester United captaincy heavy burden Bruno Fernandes choice,other,Others
Bruno Fernandes defends Man Utd captaincy after criticism: ‘Everyone is pretty happy with my leadership’,Bruno Fernandes defend Man Utd captaincy criticism : ' everyone pretty happy leadership ',other,Others
Paul Ince believes Bruno Fernandes should NOT be captain at Manchester United and claims the Portuguese lacks,Paul Ince believe Bruno Fernandes captain Manchester United claim portuguese lack,other,Others
"Bruno Fernandes hits back at critics after becoming ""a target"" at Man Utd","Bruno Fernandes hit back critic become "" target "" Man Utd",other,Others
Paul Ince shares his honest thoughts on Bruno Fernandes as captain of Manchester United,Paul Ince share honest thought Bruno Fernandes captain Manchester United,other,Others
Bruno Fernandes fires back at Roy Keane & Man Utd captaincy critics as he reveals why he being targeted - and it ...,Bruno Fernandes fire back Roy Keane & Man Utd captaincy critic reveal target - ...,other,Others
Bruno Fernandes slammed for being 'disrespectful' to Man Utd team-mates as Andy Cole bemoans lack of alternative ...,Bruno Fernandes slam ' disrespectful ' Man Utd team - mate Andy Cole bemoan lack alternative ...,other,Others
Bruno Fernandes hits back at Man United legend after “all about him” criticism,"Bruno Fernandes hit back Man United legend "" "" criticism",other,Others
Al Duhail vs Istiklol Prediction and Betting Tips | November 27th 2023,Al Duhail vs Istiklol Prediction Betting Tips | November 27th 2023,other,Others
African players abroad WATCH: Olunga scores brace as Al Duhail triumph,african player abroad WATCH : Olunga score brace Al Duhail triumph,other,Others
Alejandro Garnacho leaves young fan in tears with incredible gesture after wonder goal,Alejandro Garnacho leave young fan tear incredible gesture wonder goal,other,Others
"The best overhead kicks ever: Garnacho, Rooney, Ronaldo, more","good overhead kick ever : Garnacho , Rooney , Ronaldo ,",other,Others
Alan Shearer on the biomechanical beauty of the overhead kick,Alan Shearer biomechanical beauty overhead kick,other,Others
"Premier League winners and losers: Garnacho, Arteta and Liverpool impress as Chelsea and Big Ange flop","Premier League winner loser : Garnacho , Arteta Liverpool impress Chelsea Big Ange flop",premier league,Soccer
Why Garnacho overhead kick is the best Premier League goal ever,Garnacho overhead kick good Premier League goal ever,premier league,Soccer
Alejandro Garnacho vs Wayne Rooney: Whose overhead kick was better?,Alejandro Garnacho vs Wayne Rooney : whose overhead kick well ?,other,Others
Alejandro Garnacho’s ‘beautiful’ bicycle kick for Manchester United ‘gets better every time you see it’,Alejandro Garnacho ’s ' beautiful ' bicycle kick Manchester United ' get well every time see ',other,Others
"Ten Hag hails Garnacho wonder goal but says too soon for Rooney, Ronaldo comparisons","ten Hag hail Garnacho wonder goal say soon Rooney , Ronaldo comparison",other,Others
Man United Garnacho scores overhead stunner in 3-0 win at Everton,Man United Garnacho score overhead stunner 3 - 0 win Everton,other,Others
Fans all say same about 'best-ever' Garnacho bicycle kick,fan say ' well - ever ' Garnacho bicycle kick,other,Others
"Everton vs Manchester United LIVE! Premier League result, match stream, latest reaction and updates today","Everton vs Manchester United LIVE ! Premier League result , match stream , late reaction update today",premier league,Soccer
Vote for the best Man Utd goal between Alejandro Garnacho v Everton and Wayne Rooney v Manchester City,vote good Man Utd goal Alejandro Garnacho v Everton Wayne Rooney v Manchester City,other,Others
VOTE: What the best ever Premier League overhead kick goal?,vote : good ever Premier League overhead kick goal ?,premier league,Soccer
Garnacho stunner helps United quell Everton fury,Garnacho stunner help United quell Everton fury,other,Others
Erik ten Hag might finally have decided his favourite Manchester United defence,Erik ten Hag might finally decide favourite Manchester United defence,other,Others
Alejandro Garnacho makes young Man United fan cry with touching gesture after scoring his stunning overhead ki,Alejandro Garnacho make young Man United fan cry touching gesture score stunning overhead ki,other,Others
Alejandro Garnacho slammed over celebration for Man Utd wondergoal and told to ‘make his own name’...,Alejandro Garnacho slam celebration Man Utd wondergoal tell ' make name ' ...,other,Others
Man United created Premier League history in win against Everton,Man United create Premier League history win Everton,premier league,Soccer
"Manchester United player ratings v Everton: Garnacho 8, Mainoo 8, Rashford 7","Manchester United player rating v Everton : Garnacho 8 , Mainoo 8 , Rashford 7",other,Others
'I wanted to show my kids': Jonny Evans reacts to Alejandro Garnacho stunning strike,' I want show kid ' : Jonny Evans react Alejandro Garnacho stunning strike,other,Others
Roy Keane 'lets off' Everton star in Man Utd win for something he'd usually criticise,Roy Keane ' let ' Everton star Man Utd win something would usually criticise,other,Others
"Alejandro Garnacho overhead kick is even better with Peter Drury commentary, it hits different","Alejandro Garnacho overhead kick even well Peter Drury commentary , hit different",other,Others
"Garnacho: Oh my god, I can't believe it!","garnacho : oh god , I ca n't believe !",other,Others
What Benni McCarthy told Alejandro Garnacho before Man Utd bicycle kick,Benni McCarthy tell Alejandro Garnacho Man Utd bicycle kick,other,Others
Everton ace admits being amazed by Manchester United star as Red Devils win 3-0,Everton ace admit amazed Manchester United star Red Devils win 3 - 0,other,Others
Man United beats Everton 3-0 amid protests thanks to outrageous goal from Garnacho,Man United beat Everton 3 - 0 amid protest thank outrageous goal Garnacho,other,Others
EPL: 'Stop celebrating like Cristiano Ronaldo' - Vidal scolds Garnacho,EPL : ' stop celebrate like Cristiano Ronaldo ' - vidal scold Garnacho,epl,Soccer
'Best goal I've seen live' – Garnacho scores goal of the season,' good goal I see live ' – Garnacho score goal season,other,Others
Leicester City brilliant response to Alejandro Garnacho stunning Man United goal vs Everton,Leicester City brilliant response Alejandro Garnacho stunning Man United goal vs Everton,other,Others
Man. United Garnacho can be omething special' says Fernandes,Man . United Garnacho omethe special ' say fernande,other,Others
(Video) Alternative footage of Alejandro Garnacho’s acrobatic finish to silence the Everton crowd,( video ) alternative footage Alejandro Garnacho ’s acrobatic finish silence Everton crowd,other,Others
'Out of this world' - Bruno lauds Garnacho wonder goal,' world ' - Bruno laud Garnacho wonder goal,other,Others
Mark Goldbridge is every Man United fan after Alejandro Garnacho goal and Gary Neville says it was better...,Mark Goldbridge every Man United fan Alejandro Garnacho goal Gary Neville say well ...,other,Others
Man Utd Garnacho can be omething special' says Fernandes,Man Utd Garnacho omethe special ' say fernande,other,Others
Roy Keane leaves Sky Sports studio in stitches with hilarious reaction to Alejandro Garnacho’s super goal f...,Roy Keane leave Sky Sports studio stitch hilarious reaction Alejandro Garnacho ’s super goal f ...,other,Others
Premier League weekend awards: Garnacho wonder goal steals the show,Premier League weekend award : Garnacho wonder goal steal show,premier league,Soccer
"Moment of the Weekend: Part Rooney, Part Ronaldo, 100% Garnacho","moment Weekend : Part Rooney , Part Ronaldo , 100 % Garnacho",other,Others
Manchester United claim biggest win of season amid Everton rancour,Manchester United claim big win season amid Everton rancour,other,Others
Alejandro Garnacho scores a goal of the season contender,Alejandro Garnacho score goal season contender,other,Others
Alejandro Garnacho gets stick off Man Utd coach for overhead kicks in training,Alejandro Garnacho get stick Man Utd coach overhead kick train,other,Others
We expect a lot – Bruno Fernandes backing Alejandro Garnacho for 'great future',expect lot – Bruno Fernandes back Alejandro Garnacho ' great future ',other,Others
Man Utd Garnacho goal amazing but not the Premier League best says Robbie Savage,Man Utd Garnacho goal amazing Premier League well say Robbie Savage,premier league,Soccer
"Watch: You think Garnacho bicycle kick was goal of the season, then think again","watch : think Garnacho bicycle kick goal season , think",other,Others
Everton 0-3 Manchester United: Final | Martial gets his obligatory goal against the Blues,Everton 0 - 3 Manchester United : final | Martial get obligatory goal blue,other,Others
